recipe_title,url,record_health,vote_count,rating,description,cuisine,course,diet,prep_time,cook_time,ingredients,instructions,author,tags,category
Plum Clafoutis Recipe - French Style Batter Pudding,https://www.archanaskitchen.com/plum-clafouti-french-style-batter-pudding,good,438,4.9383561643836,"Clafoutis is a classic French batter pudding traditionally made with cherries. You can also use blueberries, raspberries, strawberries, peach, pear or plums to make this delectable dessert. This recipe uses plums and rosemary. The tart plums pair well with the sweet, fresh, aromatic rosemary leaves. Choose firm plums so that the slices hold up their shape when baked. This quick and simple dessert can be served on its own or with a scoop of ice cream or whipped cream. Plum Clafoutis make for a great after Party dessert. Serve Plum Clafoutis Recipe after meal of  ,   and  .  Other recipes that you can try with plums are:",French,Dessert,,10 M,25 M,Plum|All Purpose Flour (Maida)|Whole Eggs|Caster Sugar|Milk|Rosemary|Vanilla Extract|Sugar,"To begin making Plum Clafoutis, preheat the oven to 180 degree celcius. Grease a 7 inch tart pan, pie dish or any shallow ovenproof dish.|In a mixing bowl, toss about 2 tablespoons sugar with the plum slices, now arrange the slices on the base of the baking dish.|In a mixing bowl sift the flour, add the sugar, rosemary leaves and stir.|In another bowl whisk the eggs, add in the vanilla extract, melted butter and milk to it.|Gradually add the liquid mixture to the dry, whisking till you get a lump free mixture.|Carefully pour this mixture over the plum slices. Bake for about 20-25 minutes or till it turns golden and appears almost about set on the top. |Take it out of the oven, garnish by dusting with powdered sugar |Serve the Plum Clafoutis immediately as a great Party dessert.|Serve Plum Clafoutis Recipe after meal of |, | and |.",Madhuli Ajay,Plum Recipes|French Cuisine Recipes|Oven Baked Recipe,Dessert Recipes
Semolina French Toast Recipe,https://www.archanaskitchen.com/semolina-french-toast,good,4229,4.8524473870891,"The Semolina French Toast is an eggless version of the traditional french toast recipe. The sliced of bread are dipped in a spicy yogurt semolina batter and pan fried, that are spiced with green chillies, bell peppers and coriander. Semolina French Toast dish is a favorite breakfast at home and it is quick to make and finger licking delicious. Serve Semolina French Toast Recipe with Coffee or   for tea time or breakfast. If you like this recipe, here are more similar recipes to try",French,World Breakfast,Eggetarian,15 M,15 M,Sooji (Semolina/ Rava)|Green Chillies|Onion|Green bell peppers|Coriander (Dhania) Leaves|Salt and Pepper,"To begin making the Semolina French Toast Recipe, combine all the above ingredients except bread and make a semi thick batter.|Take a spoon full of the batter and spread on each slice of bread to coat well. Do this for only one side of each slice.|Heat a skillet with a teaspoon of butter or oil. Place the breads slices carefully with the coated side facing the skillet.|Now coat the top side of the bread with the same batter.|Cook the toasts, until the bottom side becomes crisp and lightly browned.|Flip and toast and cook until golden brown on both the sides.|Serve the Semolina French Toast with tobasco sauce or sprinkled with some grated cheese with Coffee or | for teatime or breakfast.",Sheetal Rangaswamy,Breakfast Recipe Ideas|Sooji Recipes (Rava/ Semolina)|Dahi Recipes (Curd/Yogurt)|Eggless Cake Recipes (Egg Free Cake),Toast Recipes
Saffron Cardamom Creme Brulée Recipe,https://www.archanaskitchen.com/saffron-cardamom-creme-brulee-recipe,good,882,4.8718820861678,"Saffron Cardamom Creme Brulée is a french classic dish that serves as a dessert. Saffron Cardamom Creme Brulée is loaded with warm mushy flavors of saffron and with the taste of cardamoms.  It is an easy dish to prepare though you got to be very cautious during the process.  Saffron Cardamom Creme Brulée is a perfect for date nights or just a little treat for yourself. Serve the Saffron Cardamom Creme Brulée with some berries on top.  You may also like other dessert recipes, try them at home and enjoy.",French,Dessert,Eggetarian,20 M,120 M,Saffron strands|Cardamom (Elaichi) Pods/Seeds|Double Cream|Egg yolks|Sugar,"To begin with the Saffron Cardamom Crème Brulee Recipe first, Break the cardamom pods lightly in a mortar and pestle.|Now take a saucepan and place it on the stove over medium heat and add cream, saffron strands, and cardamom.|Heat the cream until little bubbles are forming around the edges|Take it off the fire and wait for 30 minutes and heat the cream again. Once the little bubbles start to form, take it off the stove and let it sit for another 30 minutes.|For the next step separate the egg yolks and keep the aside. In a deep bowl add the egg yolks, sugar and the cream mixture. Keep beating it till you get a good consistency.|Pour the liquid into creme brulée ramekins. Place the ramekins in a roasting or baking pan. Add water to the pan till it reaches the crème brulee level.|Bake in the oven at 325 degree for about 30 minutes. After removing it from the oven let it sit for 30 minutes and refrigerate for some time.|Before serving, dust the tops with raw sugar and burn the sugar going slowly from spot to spot with your torch. Since I don’t have one, I placed the ramekins in the oven with the broiler up super hot. If you will use the broiler, make sure the creme brulée is very cold and fully set.|Your Saffron Cardamom Crème Brulee Recipe is ready you can top them with few berries of your choice and have it for dessert.",Aish,Saffron Recipes,Dessert Recipes
Creme Caramel Flan Recipe (Caramel Custard),https://www.archanaskitchen.com/creme-caramel,good,4595,4.8820457018498,"Crème Caramel, Caramel Custard or Caramel Pudding in the many ways it is called is one of my all time childhood favorite dessert and it still marks high on my wish list of desserts to order when I visit a restaurant or make it for a party at home. The recipe has undergone a lot of changes over the years and I have finally arrived at a perfect recipe that sets beautifully on a platter. Serve the Creme Caramel Flan Recipe (Caramel Custard) as a comforting Dessert after your dinner meal. If you are looking for more Pudding recipe here are some : ",French,Dessert,Eggetarian,0 M,45 M,Sugar|Water|Milk|Fresh cream|Caster Sugar|Whole Eggs|Vanilla Extract,"We begin making the Creme Caramel Flan Recipe (Caramel Custard) by preheating the oven to 150 C. Prepare the ramekins by greasing them with butter.|Combine the water and sugar in a saucepan and place it over medium heat. Stir continuously until the sugar melts into a liquid. Once the sugar is completely melted, turn the heat to low and allow the sugar to bubble, with occasional stirring until the color is a golden brown, thick and runny like honey.|Turn off the heat and stir in 2 tablespoons of water. Gently distribute the caramel a teaspoon at a time to coat the base of each one of the ramekins.|In a large high-walled bowl; whisk all the eggs until whites and yolks are combined. |Combine the sugar, milk and cream in a heavy bottomed saucepan and place for medium heat. Stir the mixture until the sugar melts and turn off the heat. Gradually beat in the whisked eggs into the milk mixture, whisking continuously as you pour. Stir in the vanilla extract and whisk well.  Run the mixture through the sieve to remove any traces of lumps that got formed while combining the eggs into the milk. Pour this into the prepared caramel lined ramekins. |Place the filled ramekins on a roasting tin/ tray filled with hot water enough to come two-thirds of the way up the dish. Place the whole thing on the centre shelf of the preheated oven and bake for 45 minutes to one hour, until the custard is set in the centre.|The way to rest is when you shake the ramekin gently, the custard should feel firm, slightly wobbly and springy to the touch. Once done, remove the ramekins from the roasting tray and allow it to cool completely at room temperature. Once cooled cover the ramekins with a cling film and refrigerate for at least 6 hours before turning out into the platter. |When you're ready to serve, run a palate knife around the edges of the ramekins to loosen it around. Place the serving plate on top of the ramekin and then turn the whole thing upside-down and give it a shake.|You will notice the delicious set Crème Caramel, Caramel Custard or Caramel Pudding is surrounded by a pool of golden caramel sauce on the platter. You can optionally serve it along with whipped cream on the top.|Serve the Creme Caramel Flan Recipe (Caramel Custard) as a comforting Dessert after your dinner meal.",Archana Doshi,Pudding Recipes|Weekly Meal Plan Recipes and Ideas|Weekend Dinner Ideas|New Year Party Recipes,Dessert Recipes
Roasted Vegetable Au Gratin Recipe,https://www.archanaskitchen.com/roasted-vegetable-au-gratin-recipe,good,11240,4.9590747330961," was probably one of my very first continental dishes I had as a child. What I loved about it was it’s creamy and cheesy taste. I make it so often at home as my boys at home love it too. And it’s a great way to sneak in the veggies as well.  This recipe of Roasted Vegetable Au Gratin Recipe has Britannia’s Asli pepper cheese spread which gives an delicious twist to the cheese sauce. This cheese sauce is topped over some roasted zucchini, carrots and green beans. Then the dish is layered with grated Britannia Cheese and baked till the cheese on top is gooey melted and golden brown in colour. I'm sure just reading about it is making your mouth water.  Serve  with   and   for a weeknight dinner. Here are some more Au gratin Recipes for you to try:",French,Dinner,Vegetarian,20 M,40 M,Oil|Green zucchini|Carrot (Gajjar)|Green beans|Butter (Salted)|All Purpose Flour (Maida)|Milk|Britannia Cheese Spread - Asli Pepper|Britannia Cheese Block,"To begin making the Roasted Vegetable Au Gratin Recipe into a preheated pan add oil, zucchini, carrots and green beans.|Sprinkle salt to taste. Saute and power cook the vegetables on high heat for a minute or two. The moment you see the vegetables softening a little, turn off the heat and keep aside.|Next we will make the cheese sauce; melt butter over low heat in a heavy-bottomed saucepan and add flour. Turn the heat down and keep stirring so as to avoid any lumps.|When the flour smells toasted and turns light brown in color and mixes together evenly with the butter, pour in the milk and cheese spread and keep stirring to avoid any lumps. Once you get a smooth mixture turn off the heat and keep aside.|For assembling the Roasted Vegetable Au Gratin Recipe into a baking dish pour the white sauce and add the cooked vegetables. Mix well and spread the mixture evenly in the baking dish. |Finally spread the grated cheese evenly on the top. Place the Roasted Vegetable Au Gratin Recipe in the preheated oven at 180 degree Celcius. |Bake until the cheese melts and is lightly golden brown in colour.|Once done remove the Roasted Vegetable Au Gratin Recipe from the oven and serve hot.|Serve Roasted Vegetable Au Gratin Recipe with | and | for a weeknight dinner.",Archana Doshi,Vegetarian Recipes|Carrot Recipes|Green Beans Recipes (French /Haricot)|Zucchini Recipes|Weekend Dinner Ideas|Cheese Recipes|French Cuisine Recipes|Gratin Recipes|Oven Baked Recipe|Weekend Lunch Recipes,Continental Food Recipes
Strawberry Yogurt Breakfast Parfait Recipe,https://www.archanaskitchen.com/strawberry-and-yogurt-breakfast-parfait-recipe,good,540,4.8944444444444,"The Strawberry Yogurt Breakfast Parfait Recipe makes a refreshing summertime breakfast on the go. It is healthy, wholesome and nutritious, as it combines the goodness of the seasonal fruits like strawberries, honey, low-fat yogurt, and granola. Pack the parfait in small jars and even have it as a working lunch. Serve the Strawberry And Yogurt Breakfast Parfait with   and   for a wholesome breakfast. Other recipes that you can try are:",French,World Breakfast,Vegetarian,15 M,20 M,Strawberries|Honey|Hung Curd (Greek Yogurt)|Granola,"To begin making the Strawberry And Yogurt Breakfast Parfait Recipe, first remove the stem from the strawberries and quarter them into even size pieces.|Do make sure you have some granola ready. If you don't have granola made at home, then you can use a ready made muesli as well to make the parfait. The granola or the muesli adds crunch to the parfait.|Add the cut strawberries into a large mixing bowl. Add the honey and toss to combine well. Cover the bowl and allow it to rest in the honey until you notice that the strawberry begins to release the juices. This would take about 10 minutes. |The next step is to assemble the parfait.|To begin, have a set of 4 small serving bowls or glasses ready. Layer the parfait alternatively with the hung curd and the honeyed strawberries and finally top it with granola.|Serve the Strawberry And Yogurt Breakfast Parfait with | and | for a wholesome breakfast.",Archana's Kitchen,Dahi Recipes (Curd/Yogurt)|Strawberry Recipes|Parfait Recipes,Parfait Recipes
The Croque Madame Sandwich Recipe ,https://www.archanaskitchen.com/croque-madame-recipe-a-classic-french-breakfast-dish,good,448,4.9464285714286," is a perfect example of a fun, fast and a perfect filling and healthy breakfast. The croque monsieur is the classic French ham and cheese sandwich covered in cheesy bechamel, becomes a madame when a fried egg is placed on top of it. In this recipe we are only using eggs topped with bechamel sauce. Serve   as a perfect weekend breakfast along with a bowl of fruits and  . If you like this recipe, you can also try other   such as:",French,World Breakfast,Eggetarian,10 M,30 M,Whole Eggs|Cheese|Whole Wheat Flour|Milk|Dijon Mustard|Nutmeg|Salt and Pepper,"To begin making the Croque Madame Sandwich Recipe, we will first make the Bechamel Sauce.|To make the bechamel sauce, in a small saucepan, melt the butter over medium heat. Add in the flour and cook, stirring constantly, until you can smell the aromas of the lightly roasted flour. Take care not to allow the butter to turn brown or get burnt.|Once the flour is lightly roasted, add the milk and nutmeg and keep stirring continuously until the mixture thickens. Once it thickens and forms a creamy consistency, turn off the heat and transfer the Bechamel sauce to a serving bowl.|The next step is to make the sandwich. Grease and heat a | on medium heat.|Arrange the 3 slices of bread, sprinkle the cheese and spread the bechamel sauce on the top and finally cover the bread with another slice.|Add a couple of tablespoons of butter on the | and allow it to melt. Place the bechamel sandwiches on the top of the butter and grill the sandwiches  on the skillet until you see the cheese melting and also the sandwich is crisp from both the sides.|Once the sandwiches are well grilled, place them on a serving platter, drizzle more bechamel sauce on the sandwiches and sprinkle some cheese while it is hot. You can choose to broil the cheese and sauce under a broiler to melt the cheese or simply serve it as it is.|The final step is to make the fried egg for the Croque Madame Sandwich.|In the same | or another skillet, heat a teaspoon of oil or butter and crack the 3 eggs onto the skillet keeping some space between each egg. You can also fry one egg at a time if your skillet is small.|Once the eggs are fried, place them on top of the grilled sandwiches.|Serve Croque Madame Sandwich as a perfect weekend breakfast along with a bowl of fruits and |.",Archana's Kitchen,Breakfast Recipe Ideas|Tea Party Recipes|High Protein Breakfast,Sandwich Recipes
French Onion Soup Recipe,https://www.archanaskitchen.com/creamy-onion-soup,good,2375,4.8665263157895,"The French Onion Soup Recipe is a a perfect soup that makes a quick dinner when served along with crusty bread. Sometimes there is nothing better than a simple soup like this classic French Onion Soup to satisfy the soul. A soup that is easy to make, with familiar flavours but is presented differently, that warms you from the inside on a cold day. I like such hands-free and no fuss meals. They are easy to make, taste great and leave you feeling full and happy! Serve French Onion Soup Recipe with   and   for dinner. If you like this recipe, you might also like",French,Appetizer,Vegetarian,15 M,20 M,Onions|Garlic|Butter (Salted)|Bay leaves (tej patta)|Corn flour|Milk|Salt and Pepper|Cheese|Fresh Thyme leaves|Baguette,"To begin making the French Onion Soup, melt the stick of butter in a large pot over medium heat.|Add the onions, garlic, bay leaves, a few sprigs of thyme, salt and pepper and cook until the onions are very soft and caramelized. This takes about 25 minutes on low heat. Avoid turning the heat to high, as we want a light caramelization.|Dissolve the cornflour in 1/4 cup of milk and keep aside.|Add the stock, milk and the corn flour milk to the onion mixture and bring to a boil. Turn the heat to medium and simmer until the soup begins to thicken for about 10 minutes.  |Check the salt and pepper levels and adjust to suit your taste. The soup is now ready to be served.|Pour the French Onion Soup into bowls, place a slice of the french baguette over the soup and top the bread with cheese. Put the bowls into the preheated oven (200 C, with broiler on) to toast the bread until the cheese melts.|Serve French Onion Soup Recipe with | and | for dinner.",Archana's Kitchen,Onion Recipes|French Cuisine Recipes|Antioxidant Rich Recipes,Soup Recipes
French Gâteaux Recipe (Layered Fruit and Cream Cake),https://www.archanaskitchen.com/eggless-birthday-fruit-and-cream-cheese-cake,good,4460,4.7952914798206,"The French Gâteaux Recipe is an elaborate preparation of a fruit and cream layer cake; but beats hands down on many cakes that you would buy from a store. This Gâteaux is a delicious creamy cake that is layered with fresh fruits and cream cheese. The juices from the fruits makes this cake soft, spongy and perfect for a birthday party or even just a party. Here are more cake recipes to try",French,Dessert,Eggetarian,25 M,100 M,Sugar|Vivatta Maida|Salt|Baking powder|Milk|Lemon juice|Vanilla Extract|Heavy whipping cream|Mascarpone Cheese|Caster Sugar|Vanilla Extract|Sugar|Water|Fresh orange juice|Kiwi|Oranges|Pineapple|Fresh Cherries|Slivered Almonds (Badam),"To begin making the French Fruit Cake (Gateaux) recipe, we will first prepare the | according to the instructions.  Preheat the oven to 180 C. Butter and flour a 10"" loaf, square, or a bundt pan. I like using a loaf pan as the cake slices nicely.|Sift together the flour, baking powder and salt and keep aside.|Using the large bowl or a KitchenAid Stand Mixer bowl, beat together the (butter) oil, sugar and vanilla essence, add in the eggs (eggless: |) and milk (Vegan: almond milk) and beat until well combined. Finally add in the flour mixture and beat until well combined.|Pour the batter into the prepared greased pan and bake until a knife inserted in the centre comes out clean, about 45 minutes to 1 hour. The baking time will vary from oven to oven, so take care too look at it after 30 minutes.|Allow the cake to cool completely. Bake the pound cake recipe in a round spring foam pan. |First, prepare the sugar syrup. Combine all the ingredients for the syrup, stir well until the sugar dissolved. Keep this aside.|Next, we will prepare the cream frosting. In the bowl of a stand mixer, whisk the cream along with the sugar until it becomes light and fluffy and forms soft peaks. Once the cream forms soft peaks, add in the mascarpone cheese and whisk until just about combined. Keep this aside.|Now we will begin to make the cake in layers. Slice the cake horizontally into half. Carefully lift the top later and place it down. Drizzle the sugar juice syrup to both the cake halves. This makes the cake moist and juicy. |Place the bottom layer on a cake platter or a serving plate. Using a cake spatula, apply the frosting mixture and spread evenly on the bottom half of the cake. Lay the chopped fruits like kiwi, pineapple, oranges generously on this layer of cream.|Next place the second half the cake over the fruits and lightly press it down with your palms. Spread the remaining frosting smoothly with a palate knife or a back of a spoon all round the cake including the sides. Using the back of the spoon, give the cream frosting a little spike by pulling the spoon away from the frosting.  |This gives a neat and yet uneven look to the cake. Finally lay the remaining fruits on the top of the cake and just splash the almond slivers to the sides of the cake. The French Gâteaux Recipe (Layered Fruit and Cream Cake) is now ready.|Refrigerate the cake for a couple of hours or over night or until the next day for your parties.",Archana's Kitchen,Tea Party Recipes|Pineapple Recipes,Cake Recipes
French Onion Chicken Recipe,https://www.archanaskitchen.com/french-onion-chicken-recipe,good,665,4.8766917293233,"French Onion Chicken is a delicious, creamy, rich flavored chicken. The flavor of caramelized onions is what makes the body of this dish. This dish does not have soupy consistency. The dish has bold flavors from caramelized onions and it’s just perfect dinner with some hot, fresh French bread to dip in and eat them. It’s simply delicious! Usually, French onion dish calls for Gruyere cheese, since I could not find the cheese any where locally, I simple skipped it. But to experience the traditional French onion chicken taste, do add Gruyere cheese to give that bubbly, cheesy texture. Serve French Onion Chicken along with   and   for a  lip smacking Sunday Brunch.  If you like this recipe, you can also try other French recipes such as",French,Lunch,Non Vegeterian,10 M,90 M,Chicken thighs|Onions|Butter (Salted)|Extra Virgin Olive Oil|Garlic|Dried Thyme Leaves|Chicken stock|All Purpose Flour (Maida)|Salt|Black pepper powder|Vinegar|Dijon Mustard|Gruyere Cheese,"To begin making the French Onion Chicken recipe, clean and wash the chicken thighs well. Cut them into 2 pieces. I used chicken without skin.|Add salt, pepper powder to the chicken pieces and mix well. Marinate it for about 30 minutes inside fridge.|In a | add olive. Add crushed garlic and sauté until it turns brown. Now add the marinated chicken pieces. Roast it until it turns brown on both sides. Remove from the pan and set it aside.|Now add butter and let it melt. Add thin sliced onions to the pan and cook on low flame until the onions caramelize. It would take some time to caramelize the onions. Be patient.|Once the onions are caramelized, add thyme and sauté for a minute.|Add flour, whisk well. Make sure no lumps are formed.|Add chicken stock, continue to whisk and cook until thickened.|Add the roasted chicken into the pan, cook for 5 to 7 minutes.|Finally add vinegar and Dijon mustard mix well and cook for 3 minutes.|Now add grated Gruyere cheese on top of the chicken, broil it for 2 to 3 minutes until cheese melts and bubbles up.|Serve French Onion Chicken along with | and | for a  lip smacking Sunday Brunch.",Jyothi Rajesh,Party Food Recipes|High Protein Diet|Onion Recipes|French Cuisine Recipes,Continental Food Recipes
